Date ,close 
2019-01-01,2148.1
2019-01-02,2128.5
2019-01-03,2111.8
2019-01-04,2117.45
2019-01-07,2120.65
2019-01-08,2103.0
2019-01-09,2116.8
2019-01-10,2108.5
2019-01-11,2111.9
2019-01-14,2101.65
2019-01-15,2121.9
2019-01-16,2120.2
2019-01-17,2132.3
2019-01-18,2130.25
2019-01-21,2148.15
2019-01-22,2135.85
2019-01-23,2105.4
2019-01-24,2102.25
2019-01-25,2096.0
2019-01-28,2084.15
2019-01-29,2057.6
2019-01-30,2034.7
2019-01-31,2079.95
2019-02-01,2090.45
2019-02-04,2104.9
2019-02-05,2114.05
2019-02-06,2122.65
2019-02-07,2117.25
2019-02-08,2122.65
2019-02-11,2139.65
2019-02-12,2129.7
2019-02-13,2143.45
2019-02-14,2110.2
2019-02-15,2100.65
2019-02-18,2089.9
2019-02-19,2084.05
2019-02-20,2108.35
2019-02-21,2115.9
2019-02-22,2091.45
2019-02-25,2125.4
2019-02-26,2110.65
2019-02-27,2092.25
2019-02-28,2077.55
2019-03-01,2083.35
2019-03-05,2107.1
2019-03-06,2104.25
2019-03-07,2126.5
2019-03-08,2128.2
2019-03-11,2128.45
2019-03-12,2171.0
2019-03-13,2226.55
2019-03-14,2224.75
2019-03-15,2253.0
2019-03-18,2261.45
2019-03-19,2267.75
2019-03-20,2299.0
2019-03-22,2276.15
2019-03-25,2281.3
2019-03-26,2311.35
2019-03-27,2299.45
2019-03-28,2302.8
2019-03-29,2318.9
2019-04-01,2311.8
2019-04-02,2294.85
2019-04-03,2292.75
2019-04-04,2283.95
2019-04-05,2305.6
2019-04-08,2289.4
2019-04-09,2287.25
2019-04-10,2237.35
2019-04-11,2257.5
2019-04-12,2265.25
2019-04-15,2288.8
2019-04-16,2305.05
2019-04-18,2293.65
2019-04-22,2268.7
2019-04-23,2245.3
2019-04-24,2279.75
2019-04-25,2263.45
2019-04-26,2280.95
2019-04-30,2317.45
2019-05-02,2355.8
2019-05-03,2367.95
2019-05-06,2328.45
2019-05-07,2322.35
2019-05-08,2307.25
2019-05-09,2290.9
2019-05-10,2296.5
2019-05-13,2287.2
2019-05-14,2287.9
2019-05-15,2286.7
2019-05-16,2310.65
2019-05-17,2362.1
2019-05-20,2432.35
2019-05-21,2403.7
2019-05-22,2405.75
2019-05-23,2332.1
2019-05-24,2373.35
