Date ,close 
2019-01-01,1902.8
2019-01-02,1923.3
2019-01-03,1899.95
2019-01-04,1876.85
2019-01-07,1897.9
2019-01-08,1893.55
2019-01-09,1886.95
2019-01-10,1888.55
2019-01-11,1842.55
2019-01-14,1813.25
2019-01-15,1867.8
2019-01-16,1870.15
2019-01-17,1894.3
2019-01-18,1900.65
2019-01-21,1908.7
2019-01-22,1901.9
2019-01-23,1875.6
2019-01-24,1901.55
2019-01-25,1920.8
2019-01-28,1955.0
2019-01-29,1982.75
2019-01-30,1981.4
2019-01-31,2014.1
2019-02-01,2029.95
2019-02-04,2050.25
2019-02-05,2044.55
2019-02-06,2074.8
2019-02-07,2082.9
2019-02-08,2061.4
2019-02-11,2065.9
2019-02-12,2051.6
2019-02-13,2065.4
2019-02-14,2044.6
2019-02-15,2029.7
2019-02-18,1970.3
2019-02-19,1904.8
2019-02-20,1914.75
2019-02-21,1914.2
2019-02-22,1925.65
2019-02-25,1985.15
2019-02-26,2038.7
2019-02-27,2058.1
2019-02-28,1983.45
2019-03-01,1995.4
2019-03-05,1988.1
2019-03-06,1999.6
2019-03-07,2013.3
2019-03-08,2022.7
2019-03-11,2014.8
2019-03-12,2012.45
2019-03-13,2000.5
2019-03-14,1987.4
2019-03-15,2039.95
2019-03-18,2022.8
2019-03-19,2022.8
2019-03-20,2015.05
2019-03-22,2005.65
2019-03-25,1984.25
2019-03-26,1982.65
2019-03-27,1967.9
2019-03-28,2000.3
2019-03-29,2001.65
2019-04-01,2031.65
2019-04-02,2079.3
2019-04-03,2079.3
2019-04-04,2014.5
2019-04-05,2048.3
2019-04-08,2070.75
2019-04-09,2091.5
2019-04-10,2040.25
2019-04-11,2019.5
2019-04-12,2014.5
2019-04-15,2113.3
2019-04-16,2131.8
2019-04-18,2150.05
2019-04-22,2161.45
2019-04-23,2155.05
2019-04-24,2183.45
2019-04-25,2195.0
2019-04-26,2238.55
2019-04-30,2260.35
2019-05-02,2215.4
2019-05-03,2132.0
2019-05-06,2157.85
2019-05-07,2151.95
2019-05-08,2152.85
2019-05-09,2172.55
2019-05-10,2135.8
2019-05-13,2128.75
2019-05-14,2092.35
2019-05-15,2095.4
2019-05-16,2108.75
2019-05-17,2095.45
2019-05-20,2143.95
2019-05-21,2109.75
2019-05-22,2081.75
2019-05-23,2054.05
2019-05-24,2048.0
2019-05-27,2055.15
2019-05-28,2073.75
2019-05-29,2107.55
2019-05-30,2146.3
2019-05-31,2196.55
2019-06-03,2242.3
2019-06-04,2183.1
2019-06-06,2166.1
2019-06-07,2181.75
2019-06-10,2231.5
2019-06-11,2252.8
2019-06-12,2260.9
2019-06-13,2254.1
2019-06-14,2254.5
2019-06-17,2249.2
2019-06-18,2250.85
2019-06-19,2259.9
2019-06-20,2277.95
2019-06-21,2249.85
2019-06-24,2275.5
2019-06-25,2267.8
2019-06-26,2254.2
2019-06-27,2252.55
2019-06-28,2227.2
2019-07-01,2239.55
2019-07-02,2252.1
2019-07-03,2237.65
2019-07-04,2242.65
2019-07-05,2163.1
2019-07-08,2175.4
2019-07-09,2133.35
2019-07-10,2108.2
2019-07-11,2102.55
2019-07-12,2107.6
