Date ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
2019-01-01,2645.0,2664.0,2612.1,2645.15,2651.0,2656.85,2637.85,2994.0,1511.2,917872.0,2421210677.8,38274.0
2019-01-02,2635.1,2662.0,2601.9,2656.85,2614.5,2614.05,2633.22,2994.0,1511.2,1304915.0,3436123168.3,62076.0
2019-01-03,2612.0,2648.0,2575.3,2614.05,2590.0,2586.2,2619.24,2994.0,1511.2,1282478.0,3359123630.9,58136.0
2019-01-04,2601.0,2611.9,2563.65,2586.2,2575.0,2576.05,2586.04,2994.0,1511.2,1051021.0,2717982194.9,44956.0
2019-01-07,2601.0,2605.0,2545.35,2576.05,2550.0,2553.6,2576.01,2994.0,1511.2,1024328.0,2638682339.45,34438.0
2019-01-08,2560.0,2582.0,2525.05,2553.6,2531.0,2537.05,2548.04,2994.0,1511.2,1233379.0,3142702555.05,48401.0
2019-01-09,2546.0,2559.8,2510.0,2537.05,2523.0,2524.35,2531.52,2994.0,1511.2,1093992.0,2769457599.45,50474.0
2019-01-10,2526.0,2542.45,2504.7,2524.35,2515.0,2514.65,2524.29,2994.0,1511.2,910839.0,2299224387.45,46676.0
2019-01-11,2516.0,2530.0,2488.0,2514.65,2514.0,2514.2,2507.69,2994.0,1511.2,818218.0,2051837669.05,50724.0
2019-01-14,2515.95,2552.9,2484.15,2514.2,2551.0,2544.8,2519.21,2994.0,1511.2,1021504.0,2573382956.45,41933.0
2019-01-15,2551.0,2613.0,2551.0,2544.8,2599.35,2604.2,2581.09,2994.0,1511.2,1466303.0,3784657950.45,52019.0
2019-01-16,2598.4,2612.15,2562.8,2604.2,2565.05,2569.85,2580.12,2994.0,1511.2,952597.0,2457815965.55,43546.0
2019-01-17,2574.0,2586.55,2527.05,2569.85,2531.15,2535.9,2548.14,2994.0,1511.2,994183.0,2533317045.5,54816.0
2019-01-18,2545.0,2555.0,2525.1,2535.9,2547.95,2542.9,2541.15,2994.0,1511.2,753775.0,1915458605.25,42122.0
2019-01-21,2548.0,2606.0,2526.6,2542.9,2588.0,2594.2,2581.23,2994.0,1511.2,1332159.0,3438605018.3,54146.0
2019-01-22,2585.0,2635.0,2575.0,2594.2,2620.5,2621.9,2615.71,2994.0,1511.2,1474713.0,3857419057.45,67966.0
2019-01-23,2619.0,2653.0,2611.0,2621.9,2633.05,2634.35,2641.25,2994.0,1511.2,992504.0,2621446958.15,41955.0
2019-01-24,2639.0,2653.5,2603.1,2634.35,2637.0,2635.65,2626.48,2994.0,1511.2,753856.0,1979986667.25,37730.0
2019-01-25,2649.0,2661.0,2585.0,2635.65,2605.0,2599.55,2628.68,2994.0,1511.2,916927.0,2410312055.4,43173.0
2019-01-28,2610.0,2610.0,2355.0,2599.55,2458.0,2458.5,2466.23,2994.0,1511.2,2364047.0,5830278043.05,119075.0
2019-01-29,2468.0,2570.1,2371.65,2458.5,2567.95,2515.55,2472.14,2994.0,1511.2,6118833.0,15126581643.25,240657.0
2019-01-30,2580.0,2623.7,2546.0,2515.55,2575.0,2595.5,2592.52,2994.0,1511.2,3879707.0,10058218818.45,182783.0
2019-01-31,2608.0,2608.0,2526.0,2595.5,2581.1,2574.85,2567.54,2994.0,1511.2,2083418.0,5349249189.15,109891.0
2019-02-01,2575.0,2687.9,2575.0,2574.85,2629.0,2628.4,2630.85,2994.0,1511.2,2117768.0,5571520248.45,92973.0
2019-02-04,2610.0,2623.55,2572.2,2628.4,2594.3,2594.45,2593.98,2994.0,1511.2,942113.0,2443825392.2,47164.0
2019-02-05,2600.0,2642.1,2593.95,2594.45,2600.0,2603.6,2621.69,2994.0,1511.2,1010817.0,2650050194.7,44464.0
2019-02-06,2619.0,2720.0,2612.1,2603.6,2718.0,2711.25,2674.16,2994.0,1511.2,1798461.0,4809371808.9,121591.0
2019-02-07,2725.0,2731.0,2684.1,2711.25,2692.0,2696.6,2707.52,2994.0,1511.2,1760580.0,4766798531.7,66102.0
2019-02-08,2670.0,2737.45,2670.0,2696.6,2700.05,2707.15,2712.09,2994.0,1511.2,1510785.0,4097377586.65,87521.0
2019-02-11,2724.7,2724.7,2635.0,2707.15,2668.25,2657.2,2665.29,2994.0,1576.45,1194702.0,3184222841.95,56949.0
2019-02-12,2668.0,2677.15,2616.3,2657.2,2616.95,2621.8,2633.31,2994.0,1576.45,1200370.0,3160945322.6,59198.0
2019-02-13,2629.9,2649.0,2572.05,2621.8,2580.6,2590.55,2603.78,2994.0,1576.45,1207192.0,3143262363.2,57068.0
2019-02-14,2579.95,2622.0,2556.9,2590.55,2614.0,2609.2,2595.13,2994.0,1576.45,1214126.0,3150818942.55,55987.0
2019-02-15,2610.0,2610.0,2506.0,2609.2,2559.95,2561.1,2554.26,2994.0,1576.45,1640696.0,4190770275.05,123830.0
2019-02-18,2548.05,2561.0,2512.45,2561.1,2549.95,2549.45,2535.17,2994.0,1576.45,1154520.0,2926900719.4,61844.0
2019-02-19,2551.0,2606.95,2545.0,2549.45,2565.0,2559.8,2585.02,2994.0,1576.45,1148339.0,2968474507.85,51702.0
2019-02-20,2585.0,2614.8,2571.0,2559.8,2606.15,2606.15,2593.21,2994.0,1576.45,1038127.0,2692076866.7,51897.0
2019-02-21,2610.0,2660.0,2593.05,2606.15,2652.55,2654.7,2633.94,2994.0,1576.45,1139823.0,3002230328.5,51121.0
2019-02-22,2652.55,2674.0,2632.4,2654.7,2632.4,2640.4,2652.69,2994.0,1576.45,825672.0,2190253573.95,36680.0
2019-02-25,2639.0,2675.0,2613.75,2640.4,2665.05,2657.75,2639.73,2994.0,1594.2,1024040.0,2703190061.9,50117.0
2019-02-26,2637.3,2678.0,2600.0,2657.75,2660.5,2657.75,2646.35,2994.0,1594.2,1618996.0,4284426293.3,58182.0
2019-02-27,2670.0,2696.65,2625.0,2657.75,2633.0,2642.0,2658.44,2994.0,1594.2,1147839.0,3051456295.55,61398.0
2019-02-28,2666.6,2667.0,2630.0,2642.0,2647.2,2649.0,2647.33,2994.0,1594.2,1136843.0,3009601117.6,61702.0
2019-03-01,2663.3,2674.3,2640.0,2649.0,2659.3,2660.75,2658.34,2994.0,1594.2,707094.0,1879699727.65,37164.0
2019-03-05,2655.0,2708.35,2644.6,2660.75,2696.0,2695.15,2676.32,2994.0,1594.2,847307.0,2267663199.85,51747.0
2019-03-06,2715.0,2774.2,2700.0,2695.15,2766.0,2766.7,2743.27,2994.0,1594.2,1543424.0,4234034086.75,65299.0
2019-03-07,2774.95,2782.3,2725.0,2766.7,2730.2,2734.8,2754.17,2994.0,1594.2,859851.0,2368176538.9,49281.0
2019-03-08,2724.9,2779.0,2716.6,2734.8,2763.3,2768.3,2750.35,2994.0,1594.2,1178087.0,3240153803.1,62091.0
2019-03-11,2769.0,2807.95,2769.0,2768.3,2791.0,2791.05,2792.53,2994.0,1615.2,1169075.0,3264674684.15,50495.0
2019-03-12,2808.8,2816.65,2745.5,2791.05,2753.0,2753.05,2778.88,2994.0,1615.2,1385335.0,3849680831.55,83426.0
2019-03-13,2760.0,2837.95,2748.85,2753.05,2832.0,2828.15,2797.29,2994.0,1615.2,1549296.0,4333834149.75,78322.0
2019-03-14,2832.0,2835.0,2787.1,2828.15,2814.9,2808.1,2811.64,2994.0,1615.2,896055.0,2519380609.4,43673.0
2019-03-15,2818.8,2899.0,2815.0,2808.1,2862.8,2860.75,2857.26,2994.0,1615.2,2091562.0,5976128977.15,75939.0
2019-03-18,2872.0,2941.1,2845.0,2860.75,2940.0,2929.55,2896.57,2994.0,1615.2,1819986.0,5271716850.35,82050.0
2019-03-19,2930.0,2962.9,2910.05,2929.55,2922.0,2920.9,2938.66,2994.0,1615.2,1480565.0,4350874746.95,84236.0
2019-03-20,2924.8,2934.55,2857.8,2920.9,2866.0,2868.6,2890.15,2994.0,1615.2,1406862.0,4066039574.3,49364.0
2019-03-22,2868.0,2895.5,2816.0,2868.6,2842.0,2836.65,2848.99,2994.0,1615.2,1250876.0,3563737147.3,60237.0
2019-03-25,2804.0,2862.0,2801.0,2836.65,2851.0,2849.8,2838.58,2994.0,1686.0,1066757.0,3028073793.05,53129.0
2019-03-26,2860.0,2942.0,2859.0,2849.8,2940.0,2934.35,2906.01,2994.0,1686.0,1570637.0,4564279825.1,71147.0
2019-03-27,2950.0,3014.15,2932.5,2934.35,2943.0,2945.25,2970.99,3014.15,1686.0,2419656.0,7188779538.55,113120.0
2019-03-28,2940.1,3000.0,2940.05,2945.25,2993.0,2995.85,2977.68,3014.15,1686.0,1366945.0,4070327232.15,81096.0
2019-03-29,3010.0,3034.95,2965.6,2995.85,3020.5,3025.0,3011.8,3034.95,1686.0,1734853.0,5225024838.4,103244.0
2019-04-01,3030.2,3046.4,2991.0,3025.0,2995.0,3001.45,3024.05,3046.4,1769.0,1109000.0,3353666436.65,67109.0
2019-04-02,3024.8,3077.0,2998.35,3001.45,3073.0,3055.2,3027.29,3077.0,1769.0,1136238.0,3439720569.55,53912.0
2019-04-03,3073.0,3089.0,3038.15,3055.2,3046.0,3046.0,3069.19,3089.0,1769.0,1052752.0,3231095874.0,64587.0
2019-04-04,3060.0,3065.0,3017.45,3046.0,3044.0,3039.45,3043.42,3089.0,1769.0,772776.0,2351883875.9,44516.0
2019-04-05,3048.0,3125.0,3046.1,3039.45,3123.0,3114.2,3093.63,3125.0,1769.0,1244408.0,3849737046.3,59941.0
2019-04-08,3123.0,3130.0,3018.0,3114.2,3021.0,3024.1,3055.6,3130.0,1818.0,1642189.0,5017878949.75,78395.0
2019-04-09,3016.55,3049.1,2979.45,3024.1,3010.6,3008.7,3009.43,3130.0,1818.0,1733324.0,5216313972.65,77367.0
2019-04-10,3011.1,3037.0,2986.0,3008.7,2997.45,2998.35,3009.65,3130.0,1818.0,994899.0,2994300477.1,49654.0
2019-04-11,3008.0,3055.0,2992.0,2998.35,3037.1,3047.85,3022.74,3130.0,1818.0,1016712.0,3073259403.1,53915.0
2019-04-12,3052.0,3062.0,3001.3,3047.85,3012.0,3008.8,3030.2,3130.0,1818.0,1048138.0,3176069482.3,51603.0
2019-04-15,3028.6,3033.0,3001.95,3008.8,3022.0,3022.25,3019.95,3130.0,1818.0,651634.0,1967903039.3,34056.0
2019-04-16,3018.0,3057.3,3018.0,3022.25,3025.45,3032.5,3038.8,3130.0,1818.0,1021478.0,3104064353.1,57761.0
2019-04-18,3038.7,3046.0,2995.0,3032.5,3015.0,3014.45,3016.5,3130.0,1818.0,658826.0,1987348286.55,37851.0
2019-04-22,3010.0,3010.0,2975.0,3014.45,2986.0,2991.25,2989.68,3130.0,1818.0,662157.0,1979635131.8,40610.0
2019-04-23,2992.0,3058.5,2987.05,2991.25,3037.1,3035.05,3029.12,3130.0,1818.0,991968.0,3004793962.25,44445.0
2019-04-24,3035.0,3099.0,3032.0,3035.05,3089.4,3093.05,3066.82,3130.0,1818.0,990580.0,3037933480.2,47446.0
2019-04-25,3099.8,3114.4,3072.65,3093.05,3081.95,3081.0,3093.19,3130.0,1818.0,1240564.0,3837301279.55,50358.0
2019-04-26,3089.0,3105.0,3045.0,3081.0,3092.0,3096.85,3075.89,3130.0,1818.0,613807.0,1888004532.95,31537.0
2019-04-30,3092.0,3120.0,3040.0,3096.85,3100.0,3095.95,3074.66,3130.0,1818.0,900968.0,2770174607.95,47594.0
2019-05-02,3095.0,3148.95,3060.0,3095.95,3122.7,3131.75,3121.56,3148.95,1818.0,895830.0,2796387391.05,48625.0
2019-05-03,3130.1,3165.0,3102.3,3131.75,3110.9,3111.85,3135.44,3165.0,1818.0,730728.0,2291151907.05,36365.0
2019-05-06,3066.0,3094.0,3026.0,3111.85,3041.2,3034.3,3065.33,3165.0,1818.0,966487.0,2962597747.9,60723.0
2019-05-07,3052.9,3069.8,3007.6,3034.3,3023.0,3017.05,3041.32,3165.0,1818.0,970264.0,2950885672.4,56586.0
2019-05-08,3012.0,3017.0,2900.0,3017.05,2910.0,2921.3,2969.3,3165.0,1818.0,1155023.0,3429605154.85,70959.0
2019-05-09,2900.0,2991.8,2885.0,2921.3,2969.0,2971.35,2951.93,3165.0,1818.0,1745234.0,5151802627.2,92225.0
2019-05-10,2970.1,2996.0,2900.0,2971.35,2922.0,2922.85,2929.29,3165.0,1818.0,1630089.0,4775006288.2,84565.0
2019-05-13,2929.9,2957.95,2906.0,2922.85,2935.0,2931.85,2932.66,3165.0,1842.95,1356229.0,3977358447.9,61078.0
2019-05-14,2927.95,2941.95,2848.1,2931.85,2885.75,2881.85,2889.2,3165.0,1842.95,1861760.0,5378990041.95,83824.0
2019-05-15,2921.0,3023.25,2870.8,2881.85,3012.1,3002.75,2964.21,3165.0,1842.95,2453670.0,7273201244.05,114636.0
2019-05-16,3014.0,3129.0,3010.25,3002.75,3124.0,3110.05,3068.64,3165.0,1842.95,3644672.0,11184172125.7,166085.0
2019-05-17,3137.0,3316.0,3122.05,3110.05,3295.0,3301.1,3255.48,3316.0,1842.95,5848716.0,19040382554.8,234426.0
2019-05-20,3390.0,3444.55,3343.0,3301.1,3418.05,3407.55,3395.34,3444.55,1912.2,2724859.0,9251813821.05,149317.0
2019-05-21,3418.05,3488.0,3375.0,3407.55,3439.0,3433.3,3435.6,3488.0,1912.2,2884997.0,9911702337.4,174878.0
2019-05-22,3442.0,3459.55,3398.05,3433.3,3448.95,3448.9,3434.43,3488.0,1912.2,1566812.0,5381110037.65,102172.0
2019-05-23,3495.0,3518.0,3355.65,3448.9,3385.95,3377.75,3440.35,3518.0,1912.2,2406205.0,8278179255.25,133958.0
2019-05-24,3400.0,3475.0,3391.3,3377.75,3470.0,3467.9,3434.51,3518.0,1912.2,1568523.0,5387104705.0,78991.0
2019-05-27,3480.0,3484.95,3440.0,3467.9,3455.0,3449.0,3459.31,3518.0,1912.2,932000.0,3224078895.45,45033.0
2019-05-28,3468.0,3468.15,3386.75,3449.0,3400.35,3409.8,3412.19,3518.0,1912.2,1627768.0,5554246974.95,90945.0
2019-05-29,3403.0,3433.0,3384.5,3409.8,3408.9,3409.25,3407.29,3518.0,1912.2,921278.0,3139060964.05,53275.0
2019-05-30,3408.9,3489.7,3400.05,3409.25,3486.95,3481.65,3457.09,3518.0,1912.2,1175111.0,4062470008.4,58433.0
2019-05-31,3497.45,3531.0,3448.7,3481.65,3458.8,3467.1,3496.07,3531.0,1912.2,2172866.0,7596487268.8,93065.0
2019-06-03,3460.0,3529.9,3460.0,3467.1,3516.4,3511.05,3506.29,3531.0,1912.2,1241133.0,4351771953.8,71045.0
2019-06-04,3514.5,3550.0,3509.55,3511.05,3536.0,3531.15,3533.29,3550.0,1912.2,1051400.0,3714902984.3,58794.0
2019-06-06,3533.0,3533.0,3445.45,3531.15,3449.65,3452.95,3484.72,3550.0,1912.2,1314916.0,4582120127.15,69707.0
2019-06-07,3453.15,3519.0,3419.95,3452.95,3515.0,3509.45,3480.62,3550.0,1912.2,1285044.0,4472752229.55,57258.0
2019-06-10,3546.95,3557.75,3506.0,3509.45,3518.0,3519.6,3528.94,3557.75,1912.2,983274.0,3469916515.55,63814.0
2019-06-11,3537.0,3564.0,3511.25,3519.6,3557.95,3551.85,3540.25,3564.0,1912.2,903155.0,3197390943.3,56660.0
2019-06-12,3539.95,3539.95,3482.0,3551.85,3507.2,3505.85,3507.43,3564.0,1912.2,1214470.0,4259669691.25,76330.0
2019-06-13,3505.0,3551.0,3500.0,3505.85,3545.0,3544.5,3525.32,3564.0,1912.2,880318.0,3103402125.3,43750.0
2019-06-14,3553.95,3569.8,3501.0,3544.5,3511.0,3518.4,3539.36,3569.8,1912.2,864641.0,3060277714.1,55811.0
2019-06-17,3529.0,3529.8,3456.0,3518.4,3472.9,3466.5,3487.63,3569.8,1912.2,953460.0,3325319388.05,58165.0
2019-06-18,3474.0,3530.0,3469.05,3466.5,3514.3,3509.3,3497.97,3569.8,1912.2,1083527.0,3790140573.45,65996.0
2019-06-19,3539.0,3548.0,3500.1,3509.3,3526.65,3525.5,3528.44,3569.8,1912.2,873941.0,3083650361.1,57870.0
2019-06-20,3519.0,3589.0,3507.4,3525.5,3583.9,3582.55,3559.39,3589.0,1912.2,1107005.0,3940266389.7,62313.0
2019-06-21,3597.1,3599.0,3550.0,3582.55,3565.9,3565.85,3573.05,3599.0,1912.2,1058266.0,3781236769.7,54679.0
2019-06-24,3562.0,3579.9,3533.05,3565.85,3546.05,3545.35,3551.51,3599.0,1912.2,543703.0,1930969116.45,31073.0
2019-06-25,3545.35,3586.0,3530.35,3545.35,3572.0,3579.85,3562.55,3599.0,1912.2,827869.0,2949328668.25,51585.0
2019-06-26,3569.85,3635.0,3563.0,3579.85,3629.0,3627.95,3604.13,3635.0,1912.2,978806.0,3527745759.35,45973.0
2019-06-27,3635.0,3659.0,3620.1,3627.95,3647.0,3642.2,3641.52,3659.0,1912.2,1135142.0,4133638173.15,62663.0
2019-06-28,3652.45,3693.25,3629.7,3642.2,3685.3,3681.1,3663.39,3693.25,1912.2,1200036.0,4396205684.95,71975.0
2019-07-01,3688.7,3716.0,3685.0,3681.1,3690.0,3699.0,3704.14,3716.0,1912.2,913884.0,3385156169.2,62982.0
2019-07-02,3699.0,3720.0,3670.05,3699.0,3711.4,3711.1,3699.61,3720.0,1912.2,706478.0,2613693386.0,40710.0
2019-07-03,3714.0,3730.3,3695.0,3711.1,3711.0,3715.4,3718.45,3730.3,1912.2,605040.0,2249810785.05,49617.0
2019-07-04,3730.0,3749.9,3705.15,3715.4,3722.1,3732.5,3727.94,3749.9,1912.2,743616.0,2772157547.5,68666.0
2019-07-05,3734.0,3762.0,3706.45,3732.5,3716.6,3719.15,3737.03,3762.0,1912.2,776280.0,2900978263.5,47572.0
2019-07-08,3724.95,3724.95,3375.0,3719.15,3430.0,3413.3,3463.03,3762.0,1912.2,3857132.0,13357354718.8,198213.0
2019-07-09,3410.0,3625.0,3336.4,3413.3,3604.0,3603.1,3517.02,3762.0,1912.2,5196125.0,18274881992.7,254951.0
2019-07-10,3599.95,3599.95,3412.0,3603.1,3419.0,3429.05,3509.54,3762.0,1912.2,2909584.0,10211289509.9,143964.0
2019-07-11,3460.0,3525.65,3366.55,3429.05,3462.0,3451.05,3454.69,3762.0,1912.2,2712241.0,9369951810.45,153116.0
2019-07-12,3470.0,3470.0,3366.0,3451.05,3382.0,3377.5,3404.1,3762.0,1912.2,2696678.0,9179772497.75,139883.0
2019-07-15,3398.5,3440.0,3353.6,3377.5,3411.0,3412.1,3399.56,3762.0,1912.2,1618073.0,5500740296.7,94218.0
2019-07-16,3433.4,3464.9,3406.05,3412.1,3452.9,3448.7,3436.38,3762.0,1912.2,1685856.0,5793234785.1,81391.0
2019-07-17,3440.0,3481.75,3440.0,3448.7,3465.05,3463.3,3466.51,3762.0,1912.2,915547.0,3173748271.6,56450.0
2019-07-18,3460.0,3520.0,3444.0,3463.3,3460.0,3467.65,3486.98,3762.0,1912.2,1320464.0,4604427014.2,75063.0
2019-07-19,3476.0,3501.25,3263.1,3467.65,3322.0,3323.1,3336.07,3762.0,1912.2,3033909.0,10121333228.85,184245.0
2019-07-22,3316.0,3316.0,3164.65,3323.1,3257.0,3246.6,3226.17,3762.0,1912.2,3692023.0,11911106216.05,247193.0
2019-07-23,3257.0,3297.35,3208.15,3246.6,3274.0,3276.9,3251.79,3762.0,1912.2,2223691.0,7230966314.95,137119.0
2019-07-24,3274.1,3294.0,3135.0,3276.9,3163.0,3173.55,3196.78,3762.0,1912.2,2767989.0,8848650877.75,148490.0
2019-07-25,3198.9,3243.4,2996.2,3173.55,3037.0,3046.5,3107.35,3762.0,1912.2,10290577.0,31976460757.4,504179.0
2019-07-26,3046.5,3278.0,2994.0,3046.5,3272.0,3264.6,3179.11,3762.0,1912.2,6945080.0,22079181430.4,315346.0
2019-07-29,3272.75,3300.0,3180.0,3264.6,3258.1,3252.65,3247.39,3762.0,1912.2,3478473.0,11295972502.55,190892.0
2019-07-30,3260.0,3299.0,3231.3,3252.65,3249.35,3249.95,3267.21,3762.0,1912.2,2284905.0,7465274478.2,116664.0
2019-07-31,3233.05,3267.65,3160.1,3249.95,3252.1,3252.05,3216.54,3762.0,1912.2,2438130.0,7842334026.4,148858.0
2019-08-01,3231.0,3261.0,3174.0,3252.05,3217.0,3222.1,3226.12,3762.0,1912.2,1892516.0,6105483057.35,105069.0
2019-08-02,3189.0,3287.55,3120.0,3222.1,3235.0,3237.9,3201.83,3762.0,1912.2,3356019.0,10745391994.3,179402.0
2019-08-05,3199.8,3199.8,3143.0,3237.9,3171.0,3160.05,3169.79,3762.0,1912.2,2013371.0,6381963194.9,138523.0
2019-08-06,3160.05,3287.0,3153.15,3160.05,3274.95,3272.25,3228.51,3762.0,1912.2,2005139.0,6473611166.55,135598.0
2019-08-07,3275.0,3325.0,3252.3,3272.25,3267.0,3265.8,3292.67,3762.0,1912.2,2398910.0,7898810010.9,113099.0
